gene1,gene2
NCBP2,NCBP2L
YOD1,PLAA
YOD1,UBA52
YOD1,NPLOC4
YOD1,NSFL1C
YOD1,UBXN2B
YOD1,UBE4A
YOD1,UBE4B
YOD1,FAAP100
YOD1,UBB
YOD1,VCP
YOD1,ZUP1
YOD1,UBC
ORMDL1,SPTLC3
ORMDL1,ORM2
LIMS2,ILK
LIMS2,RSU1
LIMS2,PARVA
LIMS2,PARVB
FTSJ1,GTPBP4
FTSJ1,WDR74
FTSJ1,WDR6
FTSJ1,ZNF41
FTSJ1,EBNA1BP2
FTSJ1,PES1
FTSJ1,NSA2
FTSJ1,SLC38A5
FTSJ1,PQBP1
FTSJ1,BOP1
IMP3,MRPL36
IMP3,RPS17
IMP3,RPL30
IMP3,NOP56
IMP3,RPS28
IMP3,POLR2B
IMP3,RPL26L1
IMP3,RPS5
IMP3,RPLP1
IMP3,POLR1C
IMP3,RPS7
IMP3,RPS4X
IMP3,PES1
IMP3,RPL23A
IMP3,RPL17
IMP3,RPS20
IMP3,MRPL21
IMP3,RPL10A
IMP3,MRPL12
IMP3,UTP4
IMP3,RPS25
IMP3,HEATR1
IMP3,RPS6
IMP3,UBA52
IMP3,RPL26
IMP3,RPL24
IMP3,MRPS6
IMP3,RPS10-NUDT3
IMP3,RPL37A
IMP3,RPL22L1
IMP3,RPS2
IMP3,RPS15
IMP3,RPS8
IMP3,RPL7
IMP3,RPL18
IMP3,RPL9
IMP3,RPS21
IMP3,RPS27L
IMP3,MRPS12
IMP3,RPL11
IMP3,RPS24
IMP3,NSA2
IMP3,UTP14A
IMP3,RPS10
IMP3,RPS4Y2
IMP3,MRTO4
IMP3,RPL36
IMP3,MRPL2
IMP3,NOC4L
IMP3,RPSA
IMP3,RACK1
IMP3,RPP38
IMP3,MRPS16
IMP3,RPS19
IMP3,UTP14C
IMP3,RPL23
IMP3,POLR2F
IMP3,WDR46
IMP3,FBLL1
IMP3,ATP5F1C
IMP3,NGDN
IMP3,RSL1D1
IMP3,RPL34
IMP3,RPS18
IMP3,WDR31
IMP3,BOP1
IMP3,RPL5
IMP3,RPS16
IMP3,RCL1
IMP3,RPS14
IMP3,RPLP2
IMP3,SNU13
IMP3,MRRF
IMP3,MRPL20
IMP3,EPRS1
IMP3,BRIX1
IMP3,RPL17-C18orf32
IMP3,RPL13A
IMP3,ATP5F1A
IMP3,RPS9
IMP3,EIF1AY
IMP3,TBL3
IMP3,HDDC3
IMP3,DNTTIP2
IMP3,RPLP0
IMP3,MRPL22
IMP3,RPL22
IMP3,POLR1B
IMP3,BMS1
IMP3,PDCD11
IMP3,FAU
IMP3,MRPS2
IMP3,UTP11
IMP3,MRPL24
IMP3,RPS13
IMP3,EIF5A
IMP3,RPS3A
IMP3,EXOSC10
IMP3,RPF2
IMP3,POLR3A
IMP3,RPL35A
IMP3,MRPL19
IMP3,NOL10
IMP3,RPL31
IMP3,WDR43
IMP3,FLT3LG
IMP3,MRPL9
IMP3,RPL3
IMP3,RPL28
IMP3,RPS27
IMP3,UTP25
IMP3,AATF
IMP3,EIF5AL1
IMP3,NOP14
IMP3,EMG1
IMP3,FCF1
IMP3,EIF1AX
IMP3,RPS26
IMP3,EXOSC1
IMP3,ZNF593
IMP3,NOL12
IMP3,MRPS15
IMP3,RPS29
IMP3,RPL36AL
IMP3,MRPS14
IMP3,RPL21
RORC,FOXP3
RORC,RORB
RORC,IL17A
RORC,PER3
RORC,NCOA1
RORC,IL17F
RORC,IL22
RORC,NPAS2
RORC,NRIP1
RORC,BMAL1
RORC,NCOR2
RORC,NCOA2
MAF,RUNX2
MAF,BACH1
MAF,NEIL1
MAF,KEAP1
MAF,NFE2L1
MAF,NFE2
MAF,NFE2L2
MAF,JUN
MAF,CREB1
MAF,PAX6
LMNB2,LBR
LMNB2,BANF1
LMNB2,LMNA
LMNB2,SUN1
LMNB2,EMD
MDH2,GAPDH
MDH2,SUCLG1
MDH2,FH
MDH2,GOT1
MDH2,ME3
MDH2,ADSL
MDH2,IDH1
MDH2,STX2
MDH2,GLUD2
MDH2,ACLY
MDH2,PC
MDH2,SDHB
MDH2,ATP5F1C
MDH2,IDH3B
MDH2,NDUFV1
MDH2,ATP5F1A
MDH2,DLST
MDH2,ME1
MDH2,IDH2
MDH2,CS
MDH2,NIT2
PCM1,OFD1
PCM1,CEP290
PCM1,PCNT
PCM1,NIN
EHD3,RAB11FIP2
FLNC,LDB3
FLNC,ITGB1
FLNC,FLNB
FLNC,CAMK2B
FLNC,ITGB3
FLNC,MAP2K4
FLNC,MYOZ1
FLNC,PHLDB2
FLNC,CAPN3
FLNC,HSPB7
FLNC,CAV1
FLNC,CAMK2A
FLNC,FBLIM1
FLNC,DMD
FLNC,BAG3
FLNC,TLN2
FLNC,SGCD
FLNC,FLNA
UTP4,RPS28
UTP4,NOP56
UTP4,PUM3
UTP4,RPS5
UTP4,DDX52
UTP4,RPS7
UTP4,RPS4X
UTP4,PES1
UTP4,GNL2
UTP4,RPS6
UTP4,RRP12
UTP4,RPS8
UTP4,FSAF1
UTP4,HEATR1
UTP4,UTP14A
UTP4,MRTO4
UTP4,NOC4L
UTP4,SDAD1
UTP4,RPS27L
UTP4,MCC
UTP4,RPS24
UTP4,MAK16
UTP4,WDR46
UTP4,FBLL1
UTP4,NGDN
UTP4,RPS18
UTP4,RSL1D1
UTP4,BOP1
UTP4,RPS16
UTP4,RPP38
UTP4,DHX15
UTP4,RPS19
UTP4,UTP14C
UTP4,MYBBP1A
UTP4,BRIX1
UTP4,RPS9
UTP4,GTPBP4
UTP4,FTSJ3
UTP4,RCL1
UTP4,SNU13
UTP4,RPS14
UTP4,UTP11
UTP4,RPS13
UTP4,RPS3A
UTP4,TBL3
UTP4,DNTTIP2
UTP4,NMD3
UTP4,BMS1
UTP4,PDCD11
UTP4,NOL10
UTP4,WDR43
UTP4,RPS27
UTP4,RPF2
UTP4,EXOSC10
UTP4,RBM19
UTP4,EXOSC1
UTP4,NOL7
UTP4,C1D
UTP4,PWP1
UTP4,AATF
UTP4,UTP25
UTP4,WDR18
UTP4,EMG1
UTP4,NOP14
UTP4,FCF1
CCT6B,HSP90AB1
CCT6B,CCT8L2
CCT6B,DNAJC9
CCT6B,PSMG1
CCT6B,STIP1
CCT6B,CCT4
CCT6B,PTGES3
SENP5,SUMO1
SENP5,SUMO3
SENP5,GNL2
SENP5,SUMO2
NRIP1,NR2C1
NRIP1,ESRRA
NRIP1,ESR1
NRIP1,GATA3
NRIP1,TLE3
NRIP1,ESRRG
ATP13A2,SNCA
ATP13A2,PARK7
ATP13A2,PINK1
VIPR1,ADCYAP1
VIPR1,GNB1
VIPR1,GNAS
VIPR1,GNG2
VIPR1,VIP
VIPR1,ATG5
NOS2,AKT1
NOS2,SPSB2
NOS2,AKT2
NOS2,NOS1
NOS2,CALML5
NOS2,PTGS2
NOS2,ASS1
NOS2,TNF
NOS2,CALML4
NOS2,GATM
NOS2,AZIN2
NOS2,ARG1
NOS2,AKT3
PPM1A,MAP2K7
PPM1A,MAP2K4
PPM1A,MAP2K3
PPM1A,SMAD3
PPM1A,MAP2K6
NDUFV2,NDUFB1
NDUFV2,SDHD
NDUFV2,COX7C
NDUFV2,NDUFB6
NDUFV2,NDUFAF4
NDUFV2,COX3
NDUFV2,NDUFA8
NDUFV2,COX6B1
NDUFV2,UQCR11
NDUFV2,NDUFS5
NDUFV2,NDUFS2
NDUFV2,UQCR10
NDUFV2,ATP5PF
NDUFV2,NDUFV3
NDUFV2,PWWP3B
NDUFV2,ND2
NDUFV2,NDUFV1
NDUFV2,ND4L
NDUFV2,ND1
NDUFV2,ATP5F1A
NDUFV2,NDUFA3
NDUFV2,NDUFA11
NDUFV2,NDUFA1
NDUFV2,COX4I1
NDUFV2,COX2
NDUFV2,ATP5PB
NDUFV2,ND5
NDUFV2,NDUFA5
NDUFV2,PMPCA
NDUFV2,NDUFA6
NDUFV2,NDUFC2-KCTD14
NDUFV2,PWWP3A
NDUFV2,SDHB
NDUFV2,UQCRB
NDUFV2,NDUFB2
NDUFV2,ATP5F1C
NDUFV2,SDHC
NDUFV2,NDUFA12
NDUFV2,NDUFA4
NDUFV2,ND4
NDUFV2,ND3
NDUFV2,UQCRHL
NDUFV2,NDUFA13
NDUFV2,NDUFAF5
NDUFV2,COX1
NDUFV2,UQCRQ
NDUFV2,PWWP4
NDUFV2,ND6
NDUFV2,COX7B
NDUFV2,CYTB
NDUFV2,NDUFB3
NDUFV2,NDUFAB1
NDUFV2,NDUFC1
ITGA11,ITGA4
ITGA11,ITGB2
ITGA11,FN1
ITGA11,ITGB1
ITGA11,ITGA10
ITGA11,ITGB3
ITGA11,COL6A1
ITGA11,ITGAL
ITGA11,COL4A1
THNSL2,PSPH
BGN,ACAN
BGN,COL6A1
BGN,AGRN
BGN,MFAP2
BGN,TLR4
BGN,SDC1
BGN,FN1
BGN,CD44
BGN,TNF
BGN,HSPG2
BGN,FMOD
COL10A1,ACAN
COL10A1,RUNX2
COL10A1,COL11A1
GPR39,GHRL
GPR39,LYPD1
HBG1,BCL11A
HBG1,HBB
HBG1,HBS1L
HBG1,HBG2
HBG1,HBM
HBG1,HBD
HBG1,MIPEP
SETD3,ACTG1
SETD3,ACTA1
SETD3,ACTB
SETD3,ACTG2
BMP8A,BMPR1A
BMP8A,BMP7
BMP8A,BMP8B
BMP8A,ACVR1
BMP8A,BMPR1B
BMP8A,NOG
BMP8A,BMPR2
BMP8A,ACVR2B
ACSM2B,ACSM2A
APOBEC3B,APOBEC3A
APOBEC3B,CUL5
APOBEC3B,CDA
SMDT1,MICU2
SMDT1,MCUR1
SMDT1,MCU
SMDT1,MCUB
SMDT1,MICU1
TSEN54,TSEN15
TSEN54,RARS2
TSEN54,CLP1
TSEN54,TSEN34
TSEN54,CPSF1
STAC2,CACNA1S
CSF1,IL10
CSF1,CD86
CSF1,TNFSF11
CSF1,IL34
CSF1,NTRK1
CSF1,SRC
NPTXR,CBX6
GLUD2,IDH3B
GLUD2,GPT2
GLUD2,ALDH4A1
GLUD2,GAD2
GLUD2,GGT7
GLUD2,GGT5
GLUD2,IDH2
GLUD2,CPS1
GLUD2,CS
GLUD2,OGDH
GLUD2,OGDHL
GLUD2,GAD1
GLUD2,NIT2
GLUD2,ALDH18A1
GLUD2,ALDH7A1
GLUD2,ALDH1B1
GLUD2,GPT
GLUD2,GOT1
GLUD2,GGT6
GLUD2,ALDH3A2
GLUD2,OAT
GLUD2,IDH1
GLUD2,ACLY
GLUD2,PC
GLUD2,ALDH9A1
GLUD2,GLDC
GLUD2,OPLAH
CLEC4G,CD44
KCNK12,KCNK18
VPS33B,STX12
VPS33B,VPS39
VPS33B,VTI1A
VPS33B,VPS11
VPS33B,STX7
VPS33B,VPS16
VPS33B,VPS45
VPS33B,TGFBRAP1
VPS33B,VPS8
VPS33B,VIPAS39
GRIK1,GRM7
GRIK1,GRIK3
GRIK1,DLG4
GRIK1,GRIK2
GRIK1,GRIK4
AP2A2,CLTCL1
AP2A2,NCALD
AP2A2,AP1S1
AP2A2,NECAP2
AP2A2,AP5Z1
AP2A2,AP2B1
AP2A2,AP5B1
AP2A2,AP2M1
AP2A2,AP4B1
AP2A2,EPS15
AP2A2,AMPH
AP2A2,KCNQ5
AP2A2,AP2S1
AP2A2,SGIP1
AP2A2,AP1B1
AP2A2,AP4M1
AP2A2,TGOLN2
AP2A2,HTT
AP2A2,AP3S2
AP2A2,PICALM
AP2A2,ITSN1
AP2A2,AP5S1
AP2A2,AP2A1
AP2A2,EPN1
NKX2-5,NPPA
NKX2-5,GJA5
NKX2-5,KDM6A
NKX2-5,GATA4
NKX2-5,TNNT2
NKX2-5,TBX20
NKX2-5,MYOCD
NKX2-5,SMARCA4
NKX2-5,MEF2A
NKX2-5,MEF2B
NKX2-5,NSD2
NKX2-5,MEF2C
NKX2-5,HAND2
CLASP2,MAPRE1
CLASP2,CLIP1
CLASP2,PHLDB2
IZUMO1,TMEM95
IZUMO1,IZUMO1R
IZUMO1,CD9
DCAF4L1,DCAF4
P4HB,P4HA2
P4HB,CALU
P4HB,ERO1B
P4HB,PDIA6
P4HB,MTTP
P4HB,ERO1A
P4HB,VCP
P4HB,HYOU1
P4HB,P4HA3
P4HB,INS
XPOT,ADGRD1
XPOT,RAN
XPOT,RANGAP1
XPOT,XPO1
XPOT,NCBP1
IFNLR1,IL10
IFNLR1,TYK2
IFNLR1,IFNB1
IFNLR1,JAK1
IFNLR1,IL22
IFNLR1,STAT1
IFNLR1,JAK2
IFNLR1,IFNL1
IFNLR1,IFNE
IFNLR1,IFNL2
IFNLR1,IFNA2
IFNLR1,IL19
IFNLR1,IFNL3
INTS5,INTS10
INTS5,PPP2CA
INTS5,INTS4
INTS5,INTS8
INTS5,NAIF1
INTS5,NELFB
INTS5,INTS2
INTS5,INTS14
INTS5,INTS1
INTS5,ZMYND8
INTS5,ZNF592
INTS5,INTS12
INTS5,NABP1
INTS5,SUPT5H
INTS5,POLR2H
INTS5,INTS9
INTS5,POLR2E
INTS5,POLR2K
INTS5,NABP2
INTS5,INTS11
INTS5,INTS7
INTS5,POLR2B
INTS5,INTS15
INTS5,INTS6L
IL3RA,JAK2
IL3RA,HRAS
IL3RA,CLEC4C
IL3RA,CD1C
IL3RA,NRAS
IL3RA,IFNA17
IL3RA,IL6
IL3RA,IFNA2
IL3RA,JAK1
IL3RA,CSF2RB
IL3RA,NCAM1
IL3RA,ITGAX
SLC5A2,DPP4
SLC5A2,GLP1R
SLC5A2,GCG
SLC5A2,ADCY7
SLC5A2,INS
TGIF1,SMAD3
TGIF1,TGIF2
YAF2,E2F6
YAF2,AUTS2
YAF2,BCORL1
YAF2,COMMD3-BMI1
YAF2,PHC1
YAF2,PCGF5
YAF2,CBX6
YAF2,RYBP
YAF2,BCOR
YAF2,FBRS
YAF2,KDM2B
YAF2,PCGF2
YAF2,PCGF3
YAF2,PCGF6
YAF2,TFDP1
YAF2,WDR5
YAF2,BMI1
YAF2,RING1
YAF2,RNF2
YAF2,CBX3
YAF2,CSNK2B
SRPRA,RPL5
SRPRA,RPL23
SRPRA,SRPRB
SRPRA,MRTO4
SRPRA,RPL27A
SRPRA,RPL9
SRPRA,RPL7
SRPRA,RPL11
SRPRA,RPL26
SRPRA,RPL17
SRPRA,RPL23A
SRPRA,RPL21
SRPRA,SRP19
SRPRA,RPL31
SRPRA,RPL3
SRPRA,SRP72
SRPRA,SRP54
SRPRA,RPLP0
SRPRA,RPL13A
SRPRA,RPL17-C18orf32
RLIM,UBE2E2
RLIM,UBC
RLIM,UBE2D2
RLIM,UBE2D1
RLIM,UBA52
RLIM,LDB1
RLIM,UBB
PAWR,WT1
PAWR,DAPK3
PAWR,SPSB1
IL25,IL17F
IL25,IL33
IL25,IL22
IL25,IL17A
IL25,IL17RE
IL20RB,IFNL3
IL20RB,IL19
IL20RB,IL20
IL20RB,IFNL1
IL20RB,IL24
IL20RB,IL22
IL20RB,IL10
MT1E,MT1H
MT1E,LRP2
MT1E,MTF1
MT1E,MT1M
JAG2,MIB2
JAG2,NOTCH1
JAG2,RBPJ
JAG2,SRRT
JAG2,PYCR1
JAG2,NOTCH4
PIF1,PRH2
PIF1,RAD52
PIF1,PRH1
PIF1,RTEL1
PIF1,RAD51
PIF1,DNA2
PIF1,PCNA
PIF1,RECQL4
NOG,BMP2
NOG,BMPR1B
NOG,BMP8B
NOG,GDF5
NOG,RSPO1
NOG,BMP5
NOG,BMP7
NOG,BMPR1A
CLN8,CLN3
CLN8,MFSD8
CLN8,PPT1
TRAIP,TRAF1
TRAIP,CYLD
TNFRSF18,CBFB
TNFRSF18,FOXP3
TNFRSF18,CTLA4
TNFRSF18,CD86
TNFRSF18,IDO1
TNFRSF18,TNFSF18
TNFRSF18,IL2RA
TNFRSF18,TNFRSF4
TNFRSF18,TIGIT
CDCA2,KIF2C
CDCA2,TTK
CDCA2,PPP2R5C
CDCA2,PPP1CC
CDCA2,KIF4A
CDCA2,CDCA8
CDCA2,KIF20A
CDCA2,CDCA3
CDCA2,KNL1
FFAR3,FFAR4
KNTC1,ASPM
KNTC1,ZWINT
KNTC1,CDC20
ZNF71,ZNF69
RIOX2,RPL27A
HMG20B,HDAC2
HMG20B,ZNF217
HMG20B,KDM1A
HMG20B,HMG20A
HMG20B,HDAC1
HMG20B,BRCA2
HMG20B,RCOR3
HMG20B,PHF21A
B4GALNT4,CHST9
B4GALNT4,B4GALT1
B4GALNT4,B4GALT3
B4GALNT4,FUT8
RNF123,USP19
RNF123,UBAC1
PTTG1IP,PTTG1
ASB7,CUL5
RNF135,RIGI
RNF135,IFIH1
RNF135,MAVS
DEFA3,DEFA1B
DEFA3,DEFA1
MAFA,INS
MAFA,PDX1
PDE6G,CNGA1
PDE6G,PDE2A
PDE6G,GUK1
PDE6G,ITPA
PDE6G,GMPS
PDE6G,PDE6B
PDE6G,PDE5A
PDE6G,APRT
PDE6G,GNB1
REC114,MEI1
REC114,TTF2
REC114,SPO11
REC114,MEI4
REC114,IHO1
KRTAP4-8,KRTAP4-4
KRTAP4-8,KRTAP4-1
KRTAP4-8,KRTAP4-5
KRTAP4-8,KRTAP17-1
KRTAP4-8,KRTAP4-3
KRTAP4-8,KRTAP3-1
KRTAP4-8,KRTAP4-2
KRTAP4-8,KRTAP4-7
S1PR5,GNAI1
S1PR5,GNAI3
S1PR5,GNA13
S1PR5,SPHK2
CNGA2,CALML4
CNGA2,CNGA4
CNGA2,ANO2
CNGA2,ADCY3
CNGA2,CALML5
H2AC14,H2AC11
H2AC14,H4C14
H2AC14,H2BC3
H2AC14,H4C4
H2AC14,H2AC16
H2AC14,H2BC14
H2AC14,H4C15
H2AC14,H4C3
H2AC14,H2AC17
H2AC14,H4C12
H2AC14,H3C15
H2AC14,H4C13
H2AC14,H2AC18
H2AC14,H3C14
H2AC14,H4C1
H2AC14,H2AJ
H2AC14,H2AC6
H2AC14,H4C5
H2AC14,H2AC15
H2AC14,H2BC11
H2AC14,H3C13
H2AC14,H2BC17
H2AC14,H2BC7
H2AC14,DOT1L
H2AC14,H2AC4
H2AC14,H2BC12
H2AC14,H4C11
H2AC14,H2AC21
H2AC14,H2AC12
H2AC14,H4C2
H2AC14,H2AC20
H2AC14,H4C9
H2AC14,H4C16
H2AC14,H2BC10
H2AC14,H2AC13
KCNA4,DLG2
KCNA4,KCNA1
KCNA4,KCNAB2
KCNA4,FAU
KCNA4,KCNA2
KCNA4,KCNAB1
KCNA4,DLG4
KCNA4,DLG1
KCNA4,KCNIP2
DNMT3B,H3C15
DNMT3B,H3C11
DNMT3B,H3C8
DNMT3B,TET2
DNMT3B,H3C14
DNMT3B,H3C7
DNMT3B,H3C10
DNMT3B,H3C2
DNMT3B,H2BC21
DNMT3B,CHD8
DNMT3B,HDAC2
DNMT3B,MAFG
DNMT3B,H3C1
DNMT3B,H3C4
DNMT3B,MAT1A
DNMT3B,H3-5
DNMT3B,UHRF1
DNMT3B,MECP2
DNMT3B,TDG
DNMT3B,H2BC12L
DNMT3B,EED
DNMT3B,H2AX
DNMT3B,SUV39H1
DNMT3B,H3C3
DNMT3B,SIN3A
DNMT3B,BAZ2A
DNMT3B,DNMT1
DNMT3B,H2BC17
DNMT3B,H3C12
DNMT3B,TRDMT1
DNMT3B,H3C13
DNMT3B,H2BC12
DNMT3B,H3-7
DNMT3B,EHMT2
DNMT3B,HELLS
DNMT3B,AHCYL1
DNMT3B,H3C6
DNMT3B,H3-4
DNMT3B,HDAC1
GLRX5,FDX2
GLRX5,BOLA3
GLRX5,ALAS2
GLRX5,BOLA1
GLRX5,GLRX
GLRX5,ISCA2
GLRX5,SLC25A38
GLRX5,ISCA1
GLRX5,BOLA2
GLRX5,NFS1
GLRX5,FXN
GLRX5,LYRM4
SIX6,DACH1
SIX6,OTX2
HOXD1,HOXA1
HOXD1,HOXB1
MOB2,STK38L
RXFP3,RXFP4
RXFP3,RXFP1
RXFP3,RLN3
RXFP3,GNAI3
RXFP3,ARRB1
RXFP3,RLN2
RXFP3,GNAI1
RXFP3,ARRB2
RXFP3,INSL3
FOXK1,ASXL1
FOXK1,OGT
FOXK1,ASXL2
FOXK1,SIN3A
FOXK1,BAP1
SELENOF,SELENOM
SELENOF,SELENON
SELENOF,UGGT2
SELENOF,SELENOK
SELENOF,SELENOS
SELENOF,SELENOT
HEXIM1,BCL11B
HEXIM1,AFF1
HEXIM1,RBM8A
HEXIM1,CDK9
HEXIM1,SART3
HEXIM1,PPM1G
HEXIM1,LARP7
HEXIM1,HTATSF1
EFNA5,FYN
EFNA5,EPHB1
EFNA5,EPHA3
EFNA5,EPHA5
EFNA5,EPHB3
EFNA5,EPHA6
EFNA5,EPHA2
EFNA5,EPHB2
EFNA5,EPHA7
EFNA5,EPHB6
EFNA5,NTRK1
EFNA5,EPHB4
EFNA5,EPHA10
KCNH8,ELK4
TOP1MT,TDP1
TOP1MT,TOP2A
RBM10,DHX15
RBM10,PTBP1
NOC4L,EXOSC1
NOC4L,EMG1
NOC4L,NOP14
NOC4L,FCF1
NOC4L,RRP1B
NOC4L,WDR18
NOC4L,AATF
NOC4L,UTP25
NOC4L,LTV1
NOC4L,RPS27
NOC4L,WDR43
NOC4L,NOL10
NOC4L,EXOSC10
NOC4L,RBM19
NOC4L,RPS13
NOC4L,RPS3A
NOC4L,UTP11
NOC4L,PDCD11
NOC4L,BMS1
NOC4L,DNTTIP2
NOC4L,TBL3
NOC4L,RPS9
NOC4L,NCOA6
NOC4L,BRIX1
NOC4L,SNU13
NOC4L,RPS14
NOC4L,RCL1
NOC4L,NOC3L
NOC4L,BOP1
NOC4L,RPS16
NOC4L,RPS18
NOC4L,RSL1D1
NOC4L,NGDN
NOC4L,WDR46
NOC4L,FBLL1
NOC4L,RPS19
NOC4L,UTP14C
NOC4L,DHX15
NOC4L,RPP38
NOC4L,DDX47
NOC4L,UTP14A
NOC4L,RPS24
NOC4L,MCC
NOC4L,RPS27L
NOC4L,RPS8
NOC4L,RRP12
NOC4L,RPS6
NOC4L,HEATR1
NOC4L,RPS4X
NOC4L,RPS7
NOC4L,RPS5
NOC4L,DDX52
NOC4L,RPS28
NOC4L,NOP56
NOC4L,RPS17
TRAK2,GABRA3
TRAK2,GABRA1
TRAK2,GABRD
TRAK2,GABRE
TRAK2,GABRG3
TRAK2,KLC1
TRAK2,TRAK1
TRAK2,GABRQ
TRAK2,KIF5C
TRAK2,GABRA5
TRAK2,OGT
TRAK2,GABRP
TRAK2,RHOT1
TRAK2,KIF5A
HOXB4,HOXB6
HOXB4,HOXB3
AFMID,TDO2
AFMID,DDC
AFMID,IDO1
AFMID,AADAT
AFMID,IDO2
AFMID,KMO
AFMID,KYAT1
SLX1B,ARPC4
SCN5A,CAV3
SCN5A,CAMK2B
SCN5A,GJA5
SCN5A,FGF17
SCN5A,FGF13
SCN5A,PRKACG
SCN5A,CACNA2D1
SCN5A,ANK2
SCN5A,CALML5
SCN5A,KCNE1
SCN5A,CAMK2A
SCN5A,NEDD4L
SCN5A,DPP6
SCN5A,CALML4
SCN5A,FGF12
SCN5A,DLG1
SCN5A,SCN1B
SCN5A,SCN10A
SCN5A,SCN3B
SCN5A,RYR2
SCN5A,SCN7A
SCN5A,PRKACB
RPH3AL,DOC2B
RPH3AL,RAB27A
CHST6,SULT1C3
TRAK1,NDE1
TRAK1,MFN2
TRAK1,KIF5A
TRAK1,OGT
TRAK1,RHOT1
TRAK1,DISC1
HAX1,ELANE
HAX1,CTTN
SLC25A18,GC
TPH2,IDO1
TPH2,DHFR
TPH2,DDC
TPH2,YWHAZ
TPH2,IL4I1
TPH2,TDO2
TPH2,IDO2
TPH2,AKR1B10
TPH2,PCBD2
PHF6,PHF8
PHF6,RBBP4
LIN9,TFDP2
LIN9,E2F4
LIN9,TFDP1
LIN9,RBBP7
LIN9,RBBP4
LIN9,RBL1
LIN9,FOXM1
LIN9,LIN52
LIN9,E2F5
LIN9,LIN54
LIN9,MYBL1
BPY2,DAZ3
BPY2,UBE3A
BPY2,RBMY1A1
BPY2,DAZ1
BPY2,DAZ2
PRKCH,TRPV4
CREB3L2,CREB3L1
CREB3L2,RPS6KA5
CREB3L2,CREB1
CREB3L2,ATF6B
CREB3L2,CREB3
CREB3L2,CRTC2
CREB3L2,CREB5
CREB3L2,ATF4
CREB3L2,MBTPS1
CREB3L2,MBTPS2
CLRN1,USH1G
CLRN1,PCDH15
CLRN1,WHRN
CLRN1,ADGRV1
CLRN1,MYO7A
POU3F2,MYT1L
POU3F2,POU3F1
POU3F2,SOX10
STAC3,RYR1
STAC3,FKBP1A
STAC3,CACNA1S
SIVA1,BCL2
SIVA1,BCL2L1
ST6GALNAC3,ST3GAL2
ST6GALNAC3,ST3GAL1
FMNL1,SRGAP3
FMNL1,PFN3
FMNL1,SRGAP2
KRT7,CDX2
KRT7,NKX2-1
KRT7,LIAT1
NXPH3,NRXN1
IGLL1,LOC102723407
IGLL1,VPREB1
IGLL1,CD79B
IGLL1,PGM3
SP1,MYC
SP1,POU2F1
SP1,ESR1
SP1,ESR2
SP1,USF1
SP1,SMAD4
SP1,JUN
SP1,RELA
SP1,PRKACB
SP1,SRC
SP1,SMAD3
SP1,HDAC1
SP1,SREBF1
SP1,HTT
SP1,HIF1A
SP1,MAPK9
SP1,ZBTB17
SP1,MAPK11
SP1,NCOA3
SP1,HDAC2
SP1,MAPK8
SP1,NFYA
SP1,E2F1
SP1,PRKACG
GP1BA,ITGB3
GP1BA,F8
GP1BA,FLNB
GP1BA,PIK3R1
GP1BA,LYN
GP1BA,GP5
GP1BA,F11
GP1BA,ADAMTS13
GP1BA,YWHAZ
GP1BA,FLNA
GP1BA,GP1BB
GP1BA,ITGAM
GP1BA,ITGB2
PCP4,CALML5
PCP4,CALML4
COPB2,ARFGAP2
COPB2,COPA
COPB2,TMED7
COPB2,COPZ2
COPB2,COPE
COPB2,COPZ1
COPB2,COPG2
COPB2,EPRS1
SIRT7,ENPP3
SIRT7,POLI
SIRT7,HIF1A
SIRT7,NNMT
SIRT7,NADK2
SIRT7,NMNAT1
SIRT7,MYBBP1A
SIRT7,ENPP1
SIRT7,PNP
SIRT7,PCYT2
KDELR1,KDELR3
KDELR1,SURF4
CD300C,LILRB2
CD300C,MAP1LC3B
CD300C,SQSTM1
CD300C,NBR1
CD300C,CD300LB
CD300C,MAP1LC3A
CD300C,BNIP3
CD300C,FUNDC1
CD300C,LILRA2
CD300C,CALCOCO2
CD300C,GABARAPL1
CD300C,OPTN
SPDYE4,CDK1
TRARG1,BHLHA9
GRPEL2,HSPD1
SPDYE3,CDK1
YBEY,MRPL47
YBEY,MRPL43
YBEY,SOD2
YBEY,MRPL21
YBEY,DAP3
GALNT17,B3GNT6
GALNT17,GCNT1
SHC4,LYN
SHC4,ABL1
SHC4,FGFR2
SHC4,NTRK1
SHC4,FYN
SHC4,ERBB4
SHC4,SRC
SHC4,IL6R
SHC4,PTK2
SHC4,FGFR3
SHC4,GRB2
SHC4,HCK
SHC4,IGF1R
SHC4,FGR
SHC4,JAK2
SHC4,SYK
SHC4,FGFR1
SHC4,SOS1
GALR2,GNB1
GALR2,GNAS
GALR2,GALP
PLPP2,SGMS1
PLPP2,LPIN3
PLPP2,SPHK2
PLPP2,KDSR
PLPP2,LPL
PLPP2,UGCG
PLPP2,DGAT1
PLPP2,GBA2
PLPP2,LPIN1
PLPP2,PLPP4
PLPP2,SMPD4
PLPP2,AGPAT1
PLPP2,CDS2
PLPP2,CERS6
PLPP2,SGPL1
PLPP2,SGMS2
PLPP2,ASAH1
PLPP2,ACER3
PLPP2,PLPP3
PLPP2,SMPD1
PLPP2,PLPP5
PLPP2,CEPT1
PLPP2,ENPP7
PLPP2,ASAH2
PLPP2,AGPAT2
PLPP2,ACER2
